Scrip Code,COMPANY,ISIN No.,Close Price
542772,360 ONE WAM Ltd,INE466L01038,776.5
523395,3M India Ltd,INE470A01017,33350.4
524348,Aarti Drugs Ltd,INE767A01016,475.15
524208,Aarti Industries Ltd.,INE769A01020,610.8
541988,AAVAS Financiers Ltd,INE216P01012,1601.9
500002,ABB India Ltd,INE117A01022,8316.85
500488,Abbott India Ltd,INE358A01014,25875.95
500410,ACC Ltd,INE012A01025,2546.15
539254,Adani Energy Solutions Ltd,INE931S01010,1122.8
512599,Adani Enterprises Ltd,INE423A01024,3411.45
541450,Adani Green Energy Ltd,INE364U01010,1915.25
532921,Adani Ports and Special Economic Zone,INE742F01042,1437.7
533096,Adani Power Ltd,INE814H01011,756.65
542066,Adani Total Gas Limited,INE399L01023,1039.15
543458,Adani Wilmar Ltd,INE699H01024,355.85
540691,Aditya Birla Capital Ltd,INE674K01013,223.85
535755,Aditya Birla Fashion and Retail Ltd,INE647O01011,287.7
543374,Aditya Birla Sun Life AMC LTd,INE404A01024,523.95
500003,Aegis Logistics Ltd,INE208C01025,710.3
543534,Aether Industries Ltd,INE0BWX01014,804.1
542752,Affle (India) Ltd,INE00WC01027,1135.3
532683,AIA Engineering Ltd,INE212H01026,3675.35
532331,Ajanta Pharma Ltd,INE031B01049,2332.9
500710,Akzo Nobel India Ltd,INE133A01011,2566.8
533573,Alembic Pharmaceuticals Ltd,INE901L01018,923
539523,Alkem Laboratories Ltd,INE540L01014,4811.95
506767,Alkyl Amines Chemicals Ltd,INE150B01039,1895.4
521070,Alok Industries Ltd,INE270A01029,25.53
500008,Amara Raja Energy & Mobility Ltd,INE885A01032,1181.8
540902,Amber Enterprises India Ltd,INE371P01015,3595.6
500425,Ambuja Cements Ltd,INE079A01024,634.3
543235,Angel One Limited,INE732I01013,2462.2
543275,Anupam Rasayan India Ltd,INE930P01018,762.85
532259,Apar Industries Ltd,INE372A01015,7861.95
533758,APL Apollo Tubes Ltd,INE702C01027,1501.7
508869,Apollo Hospitals Enterprise Ltd,INE437A01024,5839.95
500877,Apollo Tyres Ltd,INE438A01022,463.7
543335,Aptus Value Housing Finance India Ltd,INE852O01025,300
543657,Archean Chemical Industries Ltd,INE128X01021,619.55
515030,Asahi India Glass Ltd,INE439A01020,588.1
500477,Ashok Leyland Ltd,INE208A01029,224
500820,Asian Paints Ltd,INE021A01026,2877.7
540975,Aster DM Healthcare Ltd,INE914M01019,362.8
532830,ASTRAL LIMITED,INE006I01046,2096.15
506820,AstraZeneca Pharm India,INE203A01020,6162.45
500027,Atul Ltd.,INE100A01010,5622.95
540611,AU Small Finance Bank Ltd,INE949L01017,652.4
524804,Aurobindo Pharma Ltd,INE406A01037,1187
512573,Avanti Feeds Ltd,INE871C01038,511.25
540376,Avenue Supermarts Ltd,INE192R01011,4305.7
532215,Axis Bank Ltd,INE238A01034,1161.75
532977,Bajaj Auto Ltd,INE917I01010,9082.45
500034,Bajaj Finance Ltd,INE296A01024,6702.5
532978,Bajaj Finserv Ltd,INE918I01026,1528.45
500490,Bajaj Holdings and Investment Ltd,INE118A01012,7943.75
530999,Balaji Amines Ltd,INE050E01027,2090.9
502355,Balkrishna Industries Ltd,INE787D01026,3049.85
500038,Balrampur Chini Mills Ltd,INE119A01028,378.5
541153,Bandhan Bank Ltd,INE545U01014,188.15
532134,Bank of Baroda,INE028A01039,265.15
532149,Bank of India,INE084A01016,128.7
532525,Bank Of Maharashtra,INE457A01014,69.04
500042,BASF India Limited,INE373A01013,4264.25
500043,Bata India Ltimited,INE176A01028,1361.65
506285,Bayer CropScience Ltd/India,INE462A01022,5006.7
509480,Berger Paints India Ltd,INE463A01038,459.55
541143,Bharat Dynamics Ltd,INE171Z01026,1557.25
500049,Bharat Electronics Ltd,INE263A01024,296.1
500493,Bharat Forge Ltd,INE465A01025,1555.1
500103,Bharat Heavy Electricals Ltd,INE257A01026,298.95
500547,Bharat Petroleum Corp Ltd,INE029A01011,627.6
532454,Bharti Airtel Ltd,INE397D01024,1371.85
543653,Bikaji Foods International Ltd,INE00E101023,594.9
532523,Biocon Ltd,INE376G01013,309.3
500335,Birla Corp Ltd,INE340A01012,1410.2
532400,Birlasoft Ltd,INE836A01035,604.35
540073,BLS International Services Ltd,INE153T01027,311.2
526612,Blue Dart Express Ltd,INE233B01017,7231.15
500067,Blue Star Ltd,INE472A01039,1588.5
501425,Bombay Burmah Trading Corp Ltd.,INE050A01025,1467.8
502219,Borosil Renewables Ltd,INE666D01022,471.55
500530,Bosch Ltd,INE323A01026,30374.8
532929,Brigade Enterprises Ltd,INE791I01019,1284.55
500825,Britannia Industries Ltd.,INE216A01030,5172.5
543425,C.E. Info Systems Ltd,INE0BV301023,1916.55
543523,Campus Activewear Ltd,INE278Y01022,277.15
511196,Can Fin Homes Ltd,INE477A01020,727.8
532483,Canara Bank,INE476A01022,118
524742,Caplin Point Laboratories Ltd,INE475E01026,1289.65
531595,Capri Global Capital  LTD,INE180C01042,211.7
513375,Carborundum Universal Ltd,INE120A01034,1592.7
500870,Castrol India Ltd,INE172A01027,194.65
519600,CCL Products (India) Ltd.,INE421D01022,570.6
500878,CEAT Ltd,INE482A01020,2354.85
532885,Central Bank of India,INE483A01010,64.68
532548,Century Plyboards India Ltd,INE348B01021,650
500040,Century Textile & Industries Ltd,INE055A01016,2019.65
532443,Cera Sanitaryware Ltd,INE739E01017,7006.15
500084,CESC Ltd,INE486A01021,147.25
500093,CG Power and Industrial Solutions Ltd,INE067A01029,643.6
542399,Chalet Hotels Ltd,INE427F01016,784.6
500085,Chambal Fertilizers & Chemicals Ltd,INE085A01013,389.15
543336,Chemplast Sanmar Ltd,INE488A01050,470.3
504973,Cholamandalam Financial Holdings Ltd,INE149A01033,1082.9
511243,Cholamandalam Investment & Finance Co. Ltd.,INE121A01024,1239.95
532756,CIE Automotive India Ltd,INE536H01010,532.75
500087,Cipla Ltd/India,INE059A01026,1448.15
532210,City Union Bank Ltd.,INE491A01021,143
543318,Clean Science and Technology Ltd,INE227W01023,1307.4
533278,Coal India Ltd,INE522F01014,491.25
540678,Cochin Shipyard Ltd,INE704P01025,1947.65
532541,Coforge Ltd,INE591G01017,4973.15
500830,Colgate-Palmolive India Ltd,INE259A01022,2654.25
543232,Computer Age Management Services Ltd,INE596I01012,3479.2
531344,Container Corp Of India,INE111A01025,1077.65
506395,Coromandel International Ltd,INE169A01031,1306.45
543276,Craftsman Automation Ltd,INE00LO01017,4236.9
541770,CreditAccess Grameen Ltd,INE741K01010,1322.25
500092,CRISIL Ltd,INE007A01025,4103.6
539876,Crompton Greaves Consumer Electricals Ltd,INE299U01018,392.25
542867,CSB Bank Ltd,INE679A01013,329.6
500480,Cummins India Ltd,INE298A01020,3552.7
532175,Cyient Ltd,INE136B01020,1733.9
500096,Dabur India Ltd,INE016A01026,546.05
542216,Dalmia Bharat Ltd,INE00R701025,1774.95
543428,Data Patterns (India) Ltd,INE0IX101010,2960.4
523367,DCM Shriram Ltd,INE499A01024,990.55
500645,Deepak Fertilisers & Petrochemicals Corp. Ltd.,INE501A01019,568.25
506401,Deepak Nitrite Limited,INE288B01029,2189.4
543529,Delhivery Limited,INE148O01028,384.75
532848,Delta Corp. Ltd.,INE124G01033,114.1
543330,Devyani International Ltd,INE872J01023,153.3
532488,Divi's Laboratories Ltd,INE361B01024,4309.95
540699,Dixon Technologies (India) Ltd,INE935N01020,9395.95
532868,DLF Ltd,INE271C01023,816.6
500124,Dr Reddy's Laboratories Ltd,INE089A01023,5787.55
539524,Dr. Lal PathLabs Ltd,INE600L01024,2647
543272,Easy Trip Planners Ltd,INE07O001026,41.93
532927,eClerx Services Ltd,INE738I01010,2193.45
505200,Eicher Motors Ltd,INE066A01021,4727.25
500125,EID Parry India Ltd,INE126A01031,667.8
500840,EIH Ltd,INE230A01023,432.35
522074,Elgi Equipments Ltd.,INE285A01027,611.15
531162,Emami Ltd,INE548C01032,624.15
540153,Endurance Technologies Ltd,INE913H01037,2217.65
532178,Engineers India Ltd,INE510A01028,247.9
500135,EPL Ltd,INE255A01020,182.4
543243,Equitas Small Finance Bank Ltd,INE063P01018,92.45
540596,Eris Lifesciences Ltd,INE406M01024,916.2
500133,Esab India Ltd,INE284A01012,5322.35
500495,Escorts Ltd,INE042A01014,3816.35
543482,Eureka Forbes Limited,INE0KCE01017,433.85
500086,Exide Industries Ltd,INE302A01020,488.25
531599,FDC Ltd,INE258B01022,432.8
500469,Federal Bank Ltd,INE171A01029,161.95
541557,Fine Organic Industries Ltd,INE686Y01026,4431.85
500144,Finolex Cables Ltd,INE235A01022,1434.9
500940,Finolex Industries Ltd,INE183A01024,312.4
532809,Firstsource Solutions Ltd,INE684F01012,183.45
543663,Five-Star Business Finance Ltd,INE128S01021,755.7
532843,Fortis Healthcare Ltd.,INE061F01013,475.95
543384,FSN E-Commerce Ventures Ltd,INE388Y01029,164.35
543317,G R Infraprojects Ltd,INE201P01022,1618.4
532155,Gail India Ltd,INE129A01019,204.35
540935,Galaxy Surfactants Ltd,INE600K01018,2449.8
509557,Garware Technical Fibres Ltd,INE276A01018,3464.2
540755,General Insurance Corporation of India,INE481Y01014,356.05
507815,Gillette India Ltd,INE322A01010,7148.15
543245,Gland Pharma Ltd,INE068V01023,1839.15
500660,GlaxoSmithKline Pharmaceuticals Ltd,INE159A01016,2630.6
532296,Glenmark Pharmaceuticals Ltd,INE935A01035,1160.75
543654,Global Health Ltd,INE474Q01031,1192.9
505255,GMM Pfaudler Limited,INE541A01023,1234.35
532754,GMR Airports Infrastructure Ltd,INE776C01039,84.6
500163,Godfrey Phillips India Ltd,INE260B01028,3894.9
540743,Godrej Agrovet Ltd,INE850D01014,518.85
532424,Godrej Consumer Products Ltd,INE102D01028,1269.65
500164,Godrej Industries Ltd,INE233A01035,786.25
533150,Godrej Properties Ltd,INE484J01027,2779.2
532482,Granules India Ltd,INE101D01020,418.15
509488,Graphite India Ltd.,INE371A01025,565.55
500300,Grasim Industries Ltd,INE047A01021,2319.6
500620,Great Eastern Shipping Co Ltd/The,INE017A01032,1076
506076,Grindwell Norton Ltd,INE536A01023,2561.4
530001,Gujarat Alkalies & Chemicals Ltd.,INE186A01019,757.8
524226,Gujarat Ambuja Exports Ltd,INE036B01030,143.15
542812,Gujarat Fluorochemicals Ltd,INE09N301011,3042.7
539336,Gujarat Gas Ltd,INE844O01030,551.7
500670,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,633.55
533248,Gujarat Pipavav Port Ltd,INE517F01014,194.2
500690,Gujarat State Fertilisers & Chemicals Ltd,INE026A01025,210.55
532702,Gujarat State Petronet Ltd,INE246F01010,289.75
543227,Happiest Minds Technologies Ltd,INE419U01012,788.95
531531,Hatsun Agro Products Ltd,INE473B01035,1005.35
517354,Havells India Ltd,INE176B01034,1909
532281,HCL Technologies Ltd,INE860A01027,1322.8
541729,HDFC Asset Management Company Ltd,INE127D01025,3881.75
500180,HDFC Bank Ltd,INE040A01034,1530.85
540777,HDFC Life Insurance Company Ltd,INE795G01014,550.1
509631,HEG Ltd,INE545A01016,2295.1
500182,Hero MotoCorp Ltd,INE158A01026,5119.6
500183,HFCL Ltd,INE548A01028,103.6
500440,Hindalco Industries Ltd,INE038A01020,689.25
541154,Hindustan Aeronautics Ltd,INE066F01020,4977.85
513599,Hindustan Copper,INE531E01026,355.8
500104,Hindustan Petroleum Corp Ltd,INE094A01015,537.05
500696,Hindustan Unilever Ltd,INE030A01027,2328.7
500188,Hindustan Zinc Ltd,INE267A01025,687
543187,Hitachi Energy India Ltd,INE07Y701011,10770.4
522215,HLE Glascoat Ltd,INE461D01028,414.45
543259,Home First Finance Company India Ltd,INE481N01025,816.55
517174,Honeywell Automation India Ltd,INE671A01010,51370.4
540530,Housing and Urban Development Corporation Ltd,INE031A01017,273.85
532174,ICICI Bank Ltd,INE090A01021,1119.65
540716,ICICI Lombard General Insurance Company Ltd,INE765G01017,1579.25
540133,ICICI Prudential Life Insurance Company Ltd,INE726G01019,545.55
541179,ICICI Securities Ltd,INE763G01038,715.3
500116,IDBI Bank Ltd,INE008A01015,85.57
539437,IDFC First Bank Ltd,INE092T01019,76.42
532659,IDFC Limited,INE043D01016,113.35
532636,IIFL Finance Ltd,INE530B01024,398.95
530005,India Cements Ltd,INE383A01012,204.55
535789,Indiabulls Housing Finance Limited,INE148I01020,157.5
542726,Indiamart Intermesh Limited,INE933S01016,2415.85
532814,Indian Bank,INE562A01011,567.35
540750,Indian Energy Exchange Ltd,INE022Q01020,153.05
500850,Indian Hotels Co Ltd,INE053A01029,556.05
530965,Indian Oil Corp Ltd,INE242A01010,162.4
532388,Indian Overseas Bank,INE565A01014,68.93
542830,Indian Railway Catering and Tourism Corporation Ltd,INE335Y01020,1021.7
543257,Indian Railway Finance Corporation Limited,INE053F01010,177.8
543258,Indigo Paints Ltd,INE09VQ01012,1339.45
532514,Indraprastha Gas Ltd,INE203G01027,443.4
534816,Indus Towers Ltd,INE121J01017,348
532187,IndusInd Bank Ltd,INE095A01012,1459.75
539807,Infibeam Avenues Ltd,INE483S01020,30.01
532777,Info Edge (India) Ltd.,INE663F01024,5691.1
500209,Infosys Ltd,INE009A01021,1406.25
500210,Ingersoll-Rand (India) Ltd,INE177A01018,4336.6
538835,Intellect Design Arena Ltd.,INE306R01017,916.5
539448,InterGlobe Aviation Ltd,INE646L01027,4181.3
524494,Ipca Laboratories Ltd,INE571A01038,1152.1
532947,IRB Infrastructure Developers Ltd,INE821I01022,66.08
541956,IRCON International Ltd,INE962Y01021,269.6
500875,ITC Ltd,INE154A01025,426.15
523610,ITI Ltd,INE248A01017,297.05
506943,J.B.Chemicals & Pharmaceuticals Ltd.,INE572A01036,1764.25
532644,J.K. Cement Ltd.,INE823G01014,3876.15
520051,Jamna Auto Industries Ltd,INE039C01032,120.55
532605,JBM Auto Components Ltd,INE927D01044,2090.85
500378,Jindal SAW Ltd,INE324A01024,537.55
532508,Jindal Stainless Ltd.,INE220G01021,794.35
532286,Jindal Steel & Power Ltd,INE749A01030,1028.8
531543,Jindal Worldwide Ltd.,INE247D01039,323.4
500380,JK Lakshmi Cement Ltd,INE786A01032,783.8
532162,JK Paper Ltd.,INE789E01012,385.3
523405,JM Financial Ltd,INE780C01023,78.55
533148,JSW Energy Ltd,INE121E01018,612.35
500228,JSW Steel Ltd,INE019A01038,881.45
533155,Jubilant FoodWorks Ltd,INE797F01020,493.95
543271,Jubilant Ingrevia Limited,INE0BY001018,500.25
530019,Jubilant Pharmova Sciences Ltd,INE700A01033,685.35
533272,Jupiter Wagons Ltd,INE209L01016,602.2
535648,Just Dial Ltd,INE599M01018,930.95
532926,Jyothy Labs Ltd,INE668F01031,402.9
500233,Kajaria Ceramics Ltd.,INE217B01036,1207.2
522287,Kalpataru Projects International Ltd,INE220B01022,1197.8
543278,Kalyan Jewellers India Ltd,INE303R01014,390
532468,Kama Holdings Ltd.,INE411F01010,2456.65
500165,Kansai Nerolac Paints Ltd.,INE531A01024,269.4
543664,Kaynes Technology India Ltd,INE918Z01012,3387.35
532714,KEC International Ltd/India,INE389H01022,738.7
517569,KEI Industries Ltd,INE878B01027,4100.7
540680,KIOCL Ltd,INE880L01014,425.5
532942,KNR Constructions Ltd,INE634I01029,318.2
500247,Kotak Mahindra Bank Ltd,INE237A01028,1679.7
542651,KPIT Technologies Ltd,INE04I401011,1456.6
532889,KPR Mill Ltd,INE930H01031,769.35
530813,KRBL Ltd,INE001B01026,267.1
543308,Krishna Institute of Medical Sciences Ltd,INE967H01017,1826.85
500249,KSB Ltd,INE999A01015,4715.8
533519,L&T Finance Ltd,INE498L01015,153.1
540115,L&T Technology Services Ltd,INE010V01017,4488.7
526947,La Opala Rg Ltd.,INE059D01020,309.05
500252,Lakshmi Machine Works Ltd,INE269B01029,15925.1
500510,Larsen & Toubro Ltd,INE018A01030,3667.4
543398,Latent View Analytics Ltd,INE0I7C01011,477.95
540222,Laurus Labs Ltd,INE947Q01028,419.05
543277,Laxmi Organic Industries Ltd,INE576O01020,239.15
541233,Lemon Tree Hotels Ltd,INE970X01018,136.2
500253,LIC Housing Finance Ltd,INE115A01026,632.8
543526,Life Insurance Corporation of India,INE0J1Y01017,1012.7
523457,Linde India Ltd,INE473A01011,8688.8
512455,Lloyds Metals & Energy Ltd.,INE281B01032,680.35
540005,LTIMindtree Ltd,INE214T01019,4704.9
500257,Lupin Ltd,INE326A01037,1587.9
543287,Macrotech Developers Ltd,INE670K01029,1374.9
539957,Mahanagar Gas Ltd,INE002S01010,1297.8
500266,Maharashtra Scooters Ltd.,INE288A01013,7730.75
532720,Mahindra & Mahindra Financial Services Ltd,INE774D01024,267.5
500520,Mahindra & Mahindra Ltd,INE101A01026,2506.45
533088,Mahindra Holidays & Resorts India Ltd,INE998I01010,403.2
532313,Mahindra Lifespace Developers Ltd,INE813A01018,577.7
531213,Manappuram Finance Ltd,INE522D01027,168.85
500109,Mangalore Refinery & Petrochemicals Ltd,INE103A01014,203.15
543904,Mankind Pharma Ltd,INE634S01028,2146.05
531642,Marico Ltd,INE196A01026,595.45
532500,Maruti Suzuki India Ltd,INE585B01010,12397.45
540749,MAS Financial Services Ltd,INE348L01012,289.6
523704,Mastek Ltd,INE759A01021,2379.3
500271,Max Financial Services Ltd,INE180A01020,917.2
543220,Max Healthcare Institute Ltd,INE027H01010,752.2
543237,Mazagon Dock Shipbuilders Ltd,INE249Z01012,3183.1
543427,Medplus Health Services Ltd,INE804L01022,731.75
543426,Metro Brands Ltd,INE317I01021,1138.3
542650,Metropolis Healthcare Ltd,INE112L01020,1905.9
538962,Minda Corporation Ltd,INE842C01021,425.35
541195,Mishra Dhatu Nigam Ltd,INE099Z01011,431.85
513377,MMTC LTD,INE123F01029,70.23
543498,Motherson Sumi Wiring India Ltd,INE0FS801015,67.68
532892,Motilal Oswal Financial Services Ltd,INE338I01027,2214.3
526299,MphasiS Ltd,INE356A01018,2286.05
500290,MRF Ltd,INE883A01011,125444.65
534091,Multi Commodity Exchange of India Limited,INE745G01035,3631.15
533398,Muthoot Finance Ltd,INE414G01012,1682.5
539551,Narayana Hrudayalaya Ltd,INE410P01011,1188.9
524816,Natco Pharma Ltd,INE987B01026,998.1
532234,National Aluminium Co Ltd,INE139A01034,191.55
532504,Navin Fluorine International Ltd.,INE048G01026,3188.75
534309,NBCC (India) Ltd,INE095N01031,142.3
500294,NCC Ltd/India,INE868B01028,287.25
505355,Nesco Ltd.,INE317F01035,850.2
500790,Nestle India Ltd,INE239A01024,2355.45
532798,Network 18 Media & Investments Ltd,INE870H01013,79.84
533098,NHPC Ltd,INE848E01016,107.1
540767,Nippon Life India Asset Management Ltd,INE298J01013,598.7
513683,NLC India Ltd,INE589A01014,236.65
526371,NMDC Ltd,INE584A01023,260.15
543768,NMDC Steel Ltd,INE0NNS01018,60.2
532555,NTPC Ltd,INE733E01010,358.9
543334,Nuvoco Vistas Corporation Ltd,INE118D01016,314.35
533273,Oberoi Realty Ltd,INE093I01010,1820.6
500312,Oil & Natural Gas Corp Ltd,INE213A01029,264.55
533106,Oil India Ltd,INE274J01014,635.4
543396,One 97 Communications Ltd,INE982J01020,361.2
532466,Oracle Financial Services Software Ltd,INE881D01027,7450.65
541301,Orient Electric Ltd,INE142Z01019,227.1
532827,Page Industries Ltd,INE761H01022,35972.65
500368,Patanjali Foods Limited,INE619A01035,1432.65
543390,PB Fintech Ltd,INE417T01026,1295.8
506590,PCBL Ltd,INE602A01031,235
533179,Persistent Systems Ltd,INE262H01021,3410.05
532522,Petronet LNG Ltd,INE347G01014,297.55
500680,Pfizer Ltd (India),INE182A01018,4599.75
503100,Phoenix Mills Ltd,INE211B01039,3119.2
523642,PI Industries Ltd,INE603J01030,3551.15
500331,Pidilite Industries Ltd,INE318A01026,2963.1
500302,Piramal Enterprises Ltd,INE140A01024,794.75
543635,Piramal Pharma Ltd,INE0DK501011,148.2
540173,PNB Housing Finance Ltd,INE572E01012,722.15
539150,PNC Infratech Ltd,INE195J01029,518
531768,Poly Medicure Ltd,INE205C01021,1807.65
542652,Polycab India Ltd,INE455K01017,6746.4
524000,Poonawalla Fincorp Ltd,INE511C01022,449.6
532810,Power Finance Corp Ltd,INE134E01011,492.7
532898,Power Grid Corp of India Ltd,INE752E01010,309.9
522205,Praj Industries Ltd,INE074A01025,522.1
533274,Prestige Estates Projects Ltd,INE811K01011,1596
542907,Prince Pipes and Fittings Ltd,INE689W01016,609.7
500338,Prism Johnson Ltd,INE010A01011,149.65
530117,Privi Speciality Chemicals Ltd,INE959A01019,1171.7
500126,Procter & Gamble Health Limited,INE199A01012,4718.45
500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,16024.65
533295,Punjab & Sind Bank,INE608A01012,61.04
532461,Punjab National Bank,INE160A01022,129.4
532689,PVR INOX Ltd,INE191H01014,1309.75
539978,Quess Corp Ltd,INE615P01015,567
532497,Radico Khaitan Ltd,INE944F01028,1576.05
542649,Rail Vikas Nigam Ltd,INE415G01027,381.6
500339,Rain Industries Limited,INE855B01025,163.3
543524,Rainbow Children's Medicare Ltd,INE961O01016,1302.25
531500,Rajesh Exports Ltd,INE343B01030,296.85
500260,Ramco Cements Ltd,INE331A01037,742.2
532527,Ramkrishna Forgings Ltd,INE399G01023,666.3
524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,154.05
520111,Ratnamani Metals & Tubes Ltd,INE703B01027,3398.65
500330,Raymond Ltd.,INE301A01014,2212.8
540065,RBL Bank Ltd,INE976G01028,245.75
532955,REC Ltd,INE020B01018,537.65
532805,Redington Ltd,INE891D01026,198.05
530517,Relaxo Footwears Ltd,INE131B01039,789.6
500325,Reliance Industries Ltd,INE002A01018,2859.6
543248,Restaurant Brands Asia Ltd,INE07T201019,101.84
534076,Rhi Magnesita India Ltd,INE743M01012,704.8
541556,RITES Ltd,INE320J01015,698.15
543213,Rossari Biotech Ltd,INE02A801020,688.9
543228,Route Mobile Ltd,INE450U01017,1483.1
517334,Samvardhana Motherson International Ltd,INE775A01035,151.2
500674,Sanofi India Ltd,INE058A01010,8637.25
543397,Sapphire Food India Ltd,INE806T01012,1452.9
543066,SBI Cards and Payment Services Limited,INE018E01016,692
540719,SBI Life Insurance Company Ltd,INE123W01016,1386.1
505790,Schaeffler India Ltd,INE513A01022,4238.5
540203,Sheela Foam Ltd,INE916U01025,887.2
532638,Shoppers Stop Ltd,INE498B01024,729.2
500387,Shree Cement Ltd,INE070A01015,24735.4
532670,Shree Renuka Sugars Ltd,INE087H01022,40.12
511218,Shriram Finance Ltd,INE721A01013,2352.85
543299,Shyam Metalics and Energy Ltd,INE810G01011,608.85
500550,Siemens India Ltd,INE003A01024,6964.15
540673,SIS Limited,INE285J01028,404.3
533206,SJVN Ltd,INE002L01015,139.45
500472,SKF India Ltd,INE640A01023,5980.25
532784,Sobha Limited,INE671H01015,1902.5
532725,Solar Industries India Ltd,INE343H01029,9393
543300,Sona BLW Precision Forgings Ltd,INE073K01018,650.6
532221,Sonata Software Ltd,INE269A01021,515
503806,SRF Ltd,INE647A01010,2206.9
540575,Star Cement Ltd,INE460H01021,213
543412,Star Health and Allied Insurance Company Ltd,INE575P01011,519.7
500112,State Bank of India,INE062A01020,830.1
500113,Steel Authority of India Ltd,INE114A01011,158.4
542760,Sterling and Wilson Renewable Energy Ltd,INE00M201021,704.05
532374,Sterlite Technologies Ltd.,INE089C01029,126.45
542920,Sumitomo Chemical India Ltd,INE258G01013,463.55
532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,206
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,1460.15
532733,Sun TV Network Ltd,INE424H01027,656.75
500403,Sundaram Fastners,INE387A01021,1193.75
512179,Sunteck Realty Ltd,INE805D01034,471.1
509930,Supreme Industries,INE195A01028,5286.75
500405,Supreme Petrochem Ltd.,INE663A01033,650.8
543064,Suven Pharmaceuticals Limited,INE03QK01018,622.7
532667,Suzlon Energy Ltd,INE040H01021,47.61
503310,Swan Energy Ltd.,INE665A01038,574.75
517385,Symphony Ltd,INE225D01027,1081.1
539268,Syngene International Ltd,INE398R01022,672.3
543596,Tamilnad Mercantile Bank Ltd,INE668A01016,455.5
532790,Tanla Platforms Ltd,INE483C01032,918.05
500770,Tata Chemicals Ltd,INE092A01019,1030.65
500483,Tata Communications Ltd,INE151A01013,1777.45
532540,Tata Consultancy Services Ltd,INE467B01029,3669.5
500800,Tata Consumer Products Ltd,INE192A01025,1059.3
500408,Tata Elxsi Ltd,INE670A01012,6953.4
501301,Tata Investment Corp Ltd,INE672A01018,6430.75
500570,Tata Motors Ltd,INE155A01022,922.85
570001,Tata Motors Ltd DVR,IN9155A01020,618.4
500400,Tata Power Co Ltd,INE245A01021,436.8
500470,Tata Steel Ltd,INE081A01020,167.15
532371,Tata Teleservices Maharashtra Ltd,INE517B01013,74.58
540212,TCI Express Ltd,INE586V01016,1056
532755,Tech Mahindra Ltd,INE669C01036,1228.85
540595,Tejas Networks Ltd,INE010J01012,1108.75
540769,The New India Assurance Company Ltd,INE470Y01017,228.65
500411,Thermax Ltd,INE152A01029,5400.25
522113,Timken India Ltd.,INE325A01013,3951.7
500114,Titan Co Ltd,INE280A01028,3242.65
500420,Torrent Pharmaceuticals Ltd,INE685A01028,2696.4
532779,Torrent Power Ltd,INE813H01021,1516.25
500251,Trent Ltd.,INE849A01020,4551.55
521064,Trident Ltd.,INE064C01022,36.52
533655,Triveni Turbine Limited,INE152M01016,586.7
517506,TTK Prestige Ltd,INE690A01028,679.25
540762,Tube Investments Of India,INE974X01010,3598.65
532800,TV18 Broadcast Ltd,INE886H01027,42.06
532343,TVS Motor Co Ltd,INE494B01023,2178.8
532505,UCO Bank,INE691A01018,56.97
542904,Ujjivan Small Finance Bank Ltd,INE551W01018,49.7
532538,UltraTech Cement Ltd,INE481G01011,9901.35
532477,Union Bank of India,INE692A01016,160.2
532478,United Breweries Ltd,INE686F01025,1859.3
532432,United Spirits Ltd,INE854D01024,1159.65
532539,UNO Minda Ltd,INE405E01023,850.4
512070,UPL Ltd,INE628A01036,508.75
517146,Usha Martin Ltd,INE228A01035,364.3
543238,UTI Asset Management Company Ltd,INE094J01016,908.2
532953,V-Guard Industries Ltd,INE951I01027,370.5
534976,V-Mart Retail Limited,INE665J01013,2081.1
532156,Vaibhav Global Ltd,INE884A01027,337.6
502986,Vardhman Textiles Ltd.,INE825A01020,451.7
541578,Varroc Engineering Ltd,INE665L01035,553.3
540180,Varun Beverages Ltd,INE200M01021,1425.55
543463,Vedant Fashions Ltd,INE825V01034,1048.4
500295,Vedanta Ltd,INE205A01025,449.8
524200,Vinati Organics Ltd,INE410B01037,1737.35
507880,VIP Industries Ltd,INE054A01027,486.35
532822,Vodafone Idea Ltd,INE669E01016,15.26
500575,Voltas Ltd,INE226A01021,1359.6
509966,VST Industries Ltd.,INE710A01016,4032.9
532144,Welspun Corp Ltd,INE191B01025,549.45
514162,Welspun Living Ltd.,INE192B01031,136.4
505533,Westlife Development Ltd,INE274F01020,829.55
500238,Whirlpool of India Ltd,INE716A01013,1495.3
507685,Wipro Ltd,INE075A01022,437.75
532648,Yes Bank Ltd,INE528G01035,22.99
505537,Zee Entertainment Enterprises Ltd,INE256A01028,148.75
504067,Zensar Technologies Ltd,INE520A01027,609.3
533023,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,17420.65
543320,Zomato Ltd,INE758T01015,178.9
532321,Zydus Lifesciences Ltd,INE010B01027,1000.7
531335,Zydus Wellness Ltd,INE768C01010,1754.6
